{'baseline-error': 0.0475, 'self-trained-error': 0.047, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 350}
{'baseline-error': 0.083, 'self-trained-error': 0.049, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 371}
{'baseline-error': 0.069, 'self-trained-error': 0.0585, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 372}
{'baseline-error': 0.0925, 'self-trained-error': 0.0655, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 373}
{'baseline-error': 0.0795, 'self-trained-error': 0.0435, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 374}
{'baseline-error': 0.0535, 'self-trained-error': 0.0475, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 375}
{'baseline-error': 0.0885, 'self-trained-error': 0.051, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 376}
{'baseline-error': 0.0545, 'self-trained-error': 0.042, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 377}
{'baseline-error': 0.064, 'self-trained-error': 0.0475, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 378}
{'baseline-error': 0.113, 'self-trained-error': 0.1225, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 379}
{'baseline-error': 0.036, 'self-trained-error': 0.0285, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 380}
{'baseline-error': 0.0635, 'self-trained-error': 0.0515, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 381}
{'baseline-error': 0.0755, 'self-trained-error': 0.0725, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 382}
{'baseline-error': 0.0625, 'self-trained-error': 0.054, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 383}
{'baseline-error': 0.0835, 'self-trained-error': 0.084, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 384}
{'baseline-error': 0.104, 'self-trained-error': 0.0905, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 385}
{'baseline-error': 0.089, 'self-trained-error': 0.086, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 386}
{'baseline-error': 0.0825, 'self-trained-error': 0.045, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 387}
{'baseline-error': 0.0595, 'self-trained-error': 0.044, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 388}
{'baseline-error': 0.075, 'self-trained-error': 0.069, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 389}
{'baseline-error': 0.077, 'self-trained-error': 0.047, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 390}
{'baseline-error': 0.085, 'self-trained-error': 0.0545, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 391}
{'baseline-error': 0.068, 'self-trained-error': 0.0525, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 392}
{'baseline-error': 0.073, 'self-trained-error': 0.066, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 393}
{'baseline-error': 0.0735, 'self-trained-error': 0.0435, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 394}
{'baseline-error': 0.0815, 'self-trained-error': 0.0805, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 395}
{'baseline-error': 0.089, 'self-trained-error': 0.0615, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 396}
{'baseline-error': 0.08, 'self-trained-error': 0.067, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 397}
{'baseline-error': 0.071, 'self-trained-error': 0.0705, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 398}
{'baseline-error': 0.075, 'self-trained-error': 0.0475, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 399}
