{'baseline-error': 0.058, 'self-trained-error': 0.0525, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 400}
{'baseline-error': 0.09, 'self-trained-error': 0.071, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 416}
{'baseline-error': 0.0835, 'self-trained-error': 0.08, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 417}
{'baseline-error': 0.0605, 'self-trained-error': 0.0495, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 418}
{'baseline-error': 0.078, 'self-trained-error': 0.056, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 419}
{'baseline-error': 0.0675, 'self-trained-error': 0.0515, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 420}
{'baseline-error': 0.147, 'self-trained-error': 0.1425, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 421}
{'baseline-error': 0.048, 'self-trained-error': 0.0345, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 422}
{'baseline-error': 0.0755, 'self-trained-error': 0.0445, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 423}
{'baseline-error': 0.0665, 'self-trained-error': 0.058, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 424}
{'baseline-error': 0.0685, 'self-trained-error': 0.062, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 425}
{'baseline-error': 0.076, 'self-trained-error': 0.0655, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 426}
{'baseline-error': 0.06, 'self-trained-error': 0.0415, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 427}
{'baseline-error': 0.0835, 'self-trained-error': 0.0695, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 428}
{'baseline-error': 0.0535, 'self-trained-error': 0.0535, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 429}
{'baseline-error': 0.068, 'self-trained-error': 0.0485, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 430}
{'baseline-error': 0.0615, 'self-trained-error': 0.049, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 431}
{'baseline-error': 0.0495, 'self-trained-error': 0.041, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 432}
{'baseline-error': 0.085, 'self-trained-error': 0.063, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 433}
{'baseline-error': 0.0775, 'self-trained-error': 0.058, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 434}
{'baseline-error': 0.057, 'self-trained-error': 0.0445, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 435}
{'baseline-error': 0.0475, 'self-trained-error': 0.04, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 436}
{'baseline-error': 0.0985, 'self-trained-error': 0.068, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 437}
{'baseline-error': 0.0565, 'self-trained-error': 0.0425, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 438}
{'baseline-error': 0.068, 'self-trained-error': 0.0475, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 439}
{'baseline-error': 0.116, 'self-trained-error': 0.0655, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 440}
{'baseline-error': 0.0735, 'self-trained-error': 0.066, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 441}
{'baseline-error': 0.0535, 'self-trained-error': 0.0485, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 442}
{'baseline-error': 0.0415, 'self-trained-error': 0.039, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 443}
{'baseline-error': 0.074, 'self-trained-error': 0.0555, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 444}
{'baseline-error': 0.0815, 'self-trained-error': 0.0565, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 445}
{'baseline-error': 0.0595, 'self-trained-error': 0.053, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 446}
{'baseline-error': 0.041, 'self-trained-error': 0.037, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 447}
{'baseline-error': 0.058, 'self-trained-error': 0.052, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 448}
{'baseline-error': 0.0495, 'self-trained-error': 0.0485, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 449}
