{'baseline-error': 0.1475, 'self-trained-error': 0.116, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 100}
{'baseline-error': 0.0735, 'self-trained-error': 0.048, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 116}
{'baseline-error': 0.0545, 'self-trained-error': 0.0415, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 117}
{'baseline-error': 0.056, 'self-trained-error': 0.0505, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 118}
{'baseline-error': 0.09, 'self-trained-error': 0.0875, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 119}
{'baseline-error': 0.0725, 'self-trained-error': 0.048, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 120}
{'baseline-error': 0.0765, 'self-trained-error': 0.048, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 121}
{'baseline-error': 0.07, 'self-trained-error': 0.0635, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 122}
{'baseline-error': 0.081, 'self-trained-error': 0.061, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 123}
{'baseline-error': 0.066, 'self-trained-error': 0.0615, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 124}
{'baseline-error': 0.1105, 'self-trained-error': 0.075, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 125}
{'baseline-error': 0.0515, 'self-trained-error': 0.044, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 126}
{'baseline-error': 0.0825, 'self-trained-error': 0.0745, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 127}
{'baseline-error': 0.062, 'self-trained-error': 0.059, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 128}
{'baseline-error': 0.067, 'self-trained-error': 0.069, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 129}
{'baseline-error': 0.0625, 'self-trained-error': 0.0435, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 130}
{'baseline-error': 0.0715, 'self-trained-error': 0.0395, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 131}
{'baseline-error': 0.0485, 'self-trained-error': 0.046, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 132}
{'baseline-error': 0.089, 'self-trained-error': 0.0595, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 133}
{'baseline-error': 0.0695, 'self-trained-error': 0.0585, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 134}
{'baseline-error': 0.0685, 'self-trained-error': 0.057, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 135}
{'baseline-error': 0.052, 'self-trained-error': 0.052, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 136}
{'baseline-error': 0.0765, 'self-trained-error': 0.045, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 137}
{'baseline-error': 0.051, 'self-trained-error': 0.043, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 138}
{'baseline-error': 0.078, 'self-trained-error': 0.047, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 139}
{'baseline-error': 0.107, 'self-trained-error': 0.106, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 140}
{'baseline-error': 0.078, 'self-trained-error': 0.0775, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 141}
{'baseline-error': 0.0595, 'self-trained-error': 0.058, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 142}
{'baseline-error': 0.072, 'self-trained-error': 0.0445, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 143}
{'baseline-error': 0.0785, 'self-trained-error': 0.065, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 144}
{'baseline-error': 0.0875, 'self-trained-error': 0.0525, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 145}
{'baseline-error': 0.0955, 'self-trained-error': 0.0665, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 146}
{'baseline-error': 0.0615, 'self-trained-error': 0.043, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 147}
{'baseline-error': 0.0835, 'self-trained-error': 0.044, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 148}
{'baseline-error': 0.0435, 'self-trained-error': 0.0445, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 149}
