{'baseline-error': 0.085, 'self-trained-error': 0.0795, 'p': 0.25000000000000006, 'mu': 2, 'iter': 350}
{'baseline-error': 0.122, 'self-trained-error': 0.1325, 'p': 0.25000000000000006, 'mu': 2, 'iter': 367}
{'baseline-error': 0.1245, 'self-trained-error': 0.1035, 'p': 0.25000000000000006, 'mu': 2, 'iter': 368}
{'baseline-error': 0.1175, 'self-trained-error': 0.1085, 'p': 0.25000000000000006, 'mu': 2, 'iter': 369}
{'baseline-error': 0.115, 'self-trained-error': 0.102, 'p': 0.25000000000000006, 'mu': 2, 'iter': 370}
{'baseline-error': 0.101, 'self-trained-error': 0.0905, 'p': 0.25000000000000006, 'mu': 2, 'iter': 371}
{'baseline-error': 0.091, 'self-trained-error': 0.0915, 'p': 0.25000000000000006, 'mu': 2, 'iter': 372}
{'baseline-error': 0.1255, 'self-trained-error': 0.1165, 'p': 0.25000000000000006, 'mu': 2, 'iter': 373}
{'baseline-error': 0.105, 'self-trained-error': 0.088, 'p': 0.25000000000000006, 'mu': 2, 'iter': 374}
{'baseline-error': 0.087, 'self-trained-error': 0.0885, 'p': 0.25000000000000006, 'mu': 2, 'iter': 375}
{'baseline-error': 0.1025, 'self-trained-error': 0.0955, 'p': 0.25000000000000006, 'mu': 2, 'iter': 376}
{'baseline-error': 0.09, 'self-trained-error': 0.0885, 'p': 0.25000000000000006, 'mu': 2, 'iter': 377}
{'baseline-error': 0.104, 'self-trained-error': 0.103, 'p': 0.25000000000000006, 'mu': 2, 'iter': 378}
{'baseline-error': 0.1435, 'self-trained-error': 0.137, 'p': 0.25000000000000006, 'mu': 2, 'iter': 379}
{'baseline-error': 0.1025, 'self-trained-error': 0.088, 'p': 0.25000000000000006, 'mu': 2, 'iter': 380}
{'baseline-error': 0.0895, 'self-trained-error': 0.085, 'p': 0.25000000000000006, 'mu': 2, 'iter': 381}
{'baseline-error': 0.091, 'self-trained-error': 0.0915, 'p': 0.25000000000000006, 'mu': 2, 'iter': 382}
{'baseline-error': 0.115, 'self-trained-error': 0.094, 'p': 0.25000000000000006, 'mu': 2, 'iter': 383}
{'baseline-error': 0.084, 'self-trained-error': 0.083, 'p': 0.25000000000000006, 'mu': 2, 'iter': 384}
{'baseline-error': 0.111, 'self-trained-error': 0.101, 'p': 0.25000000000000006, 'mu': 2, 'iter': 385}
{'baseline-error': 0.1105, 'self-trained-error': 0.0855, 'p': 0.25000000000000006, 'mu': 2, 'iter': 386}
{'baseline-error': 0.081, 'self-trained-error': 0.0845, 'p': 0.25000000000000006, 'mu': 2, 'iter': 387}
{'baseline-error': 0.1095, 'self-trained-error': 0.095, 'p': 0.25000000000000006, 'mu': 2, 'iter': 388}
{'baseline-error': 0.131, 'self-trained-error': 0.1155, 'p': 0.25000000000000006, 'mu': 2, 'iter': 389}
{'baseline-error': 0.093, 'self-trained-error': 0.084, 'p': 0.25000000000000006, 'mu': 2, 'iter': 390}
{'baseline-error': 0.135, 'self-trained-error': 0.137, 'p': 0.25000000000000006, 'mu': 2, 'iter': 391}
{'baseline-error': 0.101, 'self-trained-error': 0.0845, 'p': 0.25000000000000006, 'mu': 2, 'iter': 392}
{'baseline-error': 0.124, 'self-trained-error': 0.1205, 'p': 0.25000000000000006, 'mu': 2, 'iter': 393}
{'baseline-error': 0.087, 'self-trained-error': 0.088, 'p': 0.25000000000000006, 'mu': 2, 'iter': 394}
{'baseline-error': 0.095, 'self-trained-error': 0.0975, 'p': 0.25000000000000006, 'mu': 2, 'iter': 395}
{'baseline-error': 0.105, 'self-trained-error': 0.0935, 'p': 0.25000000000000006, 'mu': 2, 'iter': 396}
{'baseline-error': 0.1025, 'self-trained-error': 0.099, 'p': 0.25000000000000006, 'mu': 2, 'iter': 397}
{'baseline-error': 0.094, 'self-trained-error': 0.076, 'p': 0.25000000000000006, 'mu': 2, 'iter': 398}
{'baseline-error': 0.11, 'self-trained-error': 0.0925, 'p': 0.25000000000000006, 'mu': 2, 'iter': 399}
