{'baseline-error': 0.046, 'self-trained-error': 0.0435, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 250}
{'baseline-error': 0.0685, 'self-trained-error': 0.06, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 280}
{'baseline-error': 0.0595, 'self-trained-error': 0.06, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 281}
{'baseline-error': 0.0475, 'self-trained-error': 0.0385, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 282}
{'baseline-error': 0.0435, 'self-trained-error': 0.0445, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 283}
{'baseline-error': 0.048, 'self-trained-error': 0.047, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 284}
{'baseline-error': 0.0595, 'self-trained-error': 0.058, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 285}
{'baseline-error': 0.056, 'self-trained-error': 0.05, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 286}
{'baseline-error': 0.0525, 'self-trained-error': 0.0455, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 287}
{'baseline-error': 0.0475, 'self-trained-error': 0.0445, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 288}
{'baseline-error': 0.047, 'self-trained-error': 0.0465, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 289}
{'baseline-error': 0.0615, 'self-trained-error': 0.0495, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 290}
{'baseline-error': 0.049, 'self-trained-error': 0.042, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 291}
{'baseline-error': 0.0405, 'self-trained-error': 0.0415, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 292}
{'baseline-error': 0.036, 'self-trained-error': 0.034, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 293}
{'baseline-error': 0.053, 'self-trained-error': 0.054, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 294}
{'baseline-error': 0.046, 'self-trained-error': 0.042, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 295}
{'baseline-error': 0.0585, 'self-trained-error': 0.0465, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 296}
{'baseline-error': 0.045, 'self-trained-error': 0.0415, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 297}
{'baseline-error': 0.055, 'self-trained-error': 0.048, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 298}
{'baseline-error': 0.0605, 'self-trained-error': 0.051, 'p': 0.25000000000000006, 'mu': 2.5, 'iter': 299}
