{'baseline-error': 0.0575, 'self-trained-error': 0.0425, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 450}
{'baseline-error': 0.086, 'self-trained-error': 0.0665, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 471}
{'baseline-error': 0.0535, 'self-trained-error': 0.0455, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 472}
{'baseline-error': 0.0705, 'self-trained-error': 0.054, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 473}
{'baseline-error': 0.0525, 'self-trained-error': 0.0485, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 474}
{'baseline-error': 0.0665, 'self-trained-error': 0.051, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 475}
{'baseline-error': 0.0795, 'self-trained-error': 0.08, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 476}
{'baseline-error': 0.0425, 'self-trained-error': 0.037, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 477}
{'baseline-error': 0.049, 'self-trained-error': 0.044, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 478}
{'baseline-error': 0.0435, 'self-trained-error': 0.0425, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 479}
{'baseline-error': 0.0885, 'self-trained-error': 0.069, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 480}
{'baseline-error': 0.051, 'self-trained-error': 0.049, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 481}
{'baseline-error': 0.049, 'self-trained-error': 0.0375, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 482}
{'baseline-error': 0.0725, 'self-trained-error': 0.0415, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 483}
{'baseline-error': 0.0635, 'self-trained-error': 0.0545, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 484}
{'baseline-error': 0.0555, 'self-trained-error': 0.047, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 485}
{'baseline-error': 0.0495, 'self-trained-error': 0.047, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 486}
{'baseline-error': 0.0455, 'self-trained-error': 0.038, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 487}
{'baseline-error': 0.065, 'self-trained-error': 0.0445, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 488}
{'baseline-error': 0.0565, 'self-trained-error': 0.051, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 489}
{'baseline-error': 0.056, 'self-trained-error': 0.0505, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 490}
{'baseline-error': 0.0505, 'self-trained-error': 0.0435, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 491}
{'baseline-error': 0.057, 'self-trained-error': 0.052, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 492}
{'baseline-error': 0.0905, 'self-trained-error': 0.061, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 493}
{'baseline-error': 0.0725, 'self-trained-error': 0.0505, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 494}
{'baseline-error': 0.0295, 'self-trained-error': 0.0305, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 495}
{'baseline-error': 0.0475, 'self-trained-error': 0.037, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 496}
{'baseline-error': 0.058, 'self-trained-error': 0.045, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 497}
{'baseline-error': 0.044, 'self-trained-error': 0.043, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 498}
{'baseline-error': 0.052, 'self-trained-error': 0.049, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 499}
