{'baseline-error': 0.07, 'self-trained-error': 0.0575, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 50}
{'baseline-error': 0.084, 'self-trained-error': 0.0665, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 75}
{'baseline-error': 0.0825, 'self-trained-error': 0.0765, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 76}
{'baseline-error': 0.06, 'self-trained-error': 0.058, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 77}
{'baseline-error': 0.049, 'self-trained-error': 0.037, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 78}
{'baseline-error': 0.074, 'self-trained-error': 0.036, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 79}
{'baseline-error': 0.0495, 'self-trained-error': 0.044, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 80}
{'baseline-error': 0.067, 'self-trained-error': 0.0665, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 81}
{'baseline-error': 0.0635, 'self-trained-error': 0.0605, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 82}
{'baseline-error': 0.1095, 'self-trained-error': 0.071, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 83}
{'baseline-error': 0.06, 'self-trained-error': 0.0465, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 84}
{'baseline-error': 0.042, 'self-trained-error': 0.0375, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 85}
{'baseline-error': 0.057, 'self-trained-error': 0.048, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 86}
{'baseline-error': 0.085, 'self-trained-error': 0.0685, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 87}
{'baseline-error': 0.084, 'self-trained-error': 0.0695, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 88}
{'baseline-error': 0.0525, 'self-trained-error': 0.0515, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 89}
{'baseline-error': 0.069, 'self-trained-error': 0.043, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 90}
{'baseline-error': 0.1855, 'self-trained-error': 0.1525, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 91}
{'baseline-error': 0.064, 'self-trained-error': 0.0405, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 92}
{'baseline-error': 0.0555, 'self-trained-error': 0.049, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 93}
{'baseline-error': 0.077, 'self-trained-error': 0.053, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 94}
{'baseline-error': 0.107, 'self-trained-error': 0.085, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 95}
{'baseline-error': 0.0705, 'self-trained-error': 0.0435, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 96}
{'baseline-error': 0.0635, 'self-trained-error': 0.043, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 97}
{'baseline-error': 0.098, 'self-trained-error': 0.0705, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 98}
{'baseline-error': 0.0845, 'self-trained-error': 0.062, 'p': 0.15000000000000002, 'mu': 2.5, 'iter': 99}
