{'baseline-error': 0.0205, 'self-trained-error': 0.0055, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 400}
{'baseline-error': 0.027, 'self-trained-error': 0.0055, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 431}
{'baseline-error': 0.035, 'self-trained-error': 0.0175, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 432}
{'baseline-error': 0.008, 'self-trained-error': 0.0075, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 433}
{'baseline-error': 0.0115, 'self-trained-error': 0.011, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 434}
{'baseline-error': 0.02, 'self-trained-error': 0.0085, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 435}
{'baseline-error': 0.0135, 'self-trained-error': 0.0055, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 436}
{'baseline-error': 0.0135, 'self-trained-error': 0.006, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 437}
{'baseline-error': 0.0355, 'self-trained-error': 0.0205, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 438}
{'baseline-error': 0.0125, 'self-trained-error': 0.0055, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 439}
{'baseline-error': 0.019, 'self-trained-error': 0.012, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 440}
{'baseline-error': 0.0285, 'self-trained-error': 0.008, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 441}
{'baseline-error': 0.016, 'self-trained-error': 0.015, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 442}
{'baseline-error': 0.017, 'self-trained-error': 0.013, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 443}
{'baseline-error': 0.014, 'self-trained-error': 0.0065, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 444}
{'baseline-error': 0.0115, 'self-trained-error': 0.008, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 445}
{'baseline-error': 0.011, 'self-trained-error': 0.007, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 446}
{'baseline-error': 0.026, 'self-trained-error': 0.008, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 447}
{'baseline-error': 0.0125, 'self-trained-error': 0.0105, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 448}
{'baseline-error': 0.011, 'self-trained-error': 0.011, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 449}
