{'baseline-error': 0.064, 'self-trained-error': 0.053, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 100}
{'baseline-error': 0.046, 'self-trained-error': 0.0445, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 137}
{'baseline-error': 0.0365, 'self-trained-error': 0.039, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 138}
{'baseline-error': 0.046, 'self-trained-error': 0.0445, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 139}
{'baseline-error': 0.062, 'self-trained-error': 0.053, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 140}
{'baseline-error': 0.0545, 'self-trained-error': 0.041, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 141}
{'baseline-error': 0.043, 'self-trained-error': 0.042, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 142}
{'baseline-error': 0.0705, 'self-trained-error': 0.054, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 143}
{'baseline-error': 0.0435, 'self-trained-error': 0.0435, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 144}
{'baseline-error': 0.0765, 'self-trained-error': 0.0505, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 145}
{'baseline-error': 0.059, 'self-trained-error': 0.045, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 146}
{'baseline-error': 0.0575, 'self-trained-error': 0.046, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 147}
{'baseline-error': 0.0355, 'self-trained-error': 0.0295, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 148}
{'baseline-error': 0.0455, 'self-trained-error': 0.042, 'p': 0.20000000000000004, 'mu': 2.5, 'iter': 149}
