{'baseline-error': 0.011, 'self-trained-error': 0.0045, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 0}
{'baseline-error': 0.012, 'self-trained-error': 0.012, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 31}
{'baseline-error': 0.0225, 'self-trained-error': 0.009, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 32}
{'baseline-error': 0.0085, 'self-trained-error': 0.008, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 33}
{'baseline-error': 0.026, 'self-trained-error': 0.014, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 34}
{'baseline-error': 0.015, 'self-trained-error': 0.008, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 35}
{'baseline-error': 0.009, 'self-trained-error': 0.007, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 36}
{'baseline-error': 0.0135, 'self-trained-error': 0.0085, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 37}
{'baseline-error': 0.0205, 'self-trained-error': 0.008, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 38}
{'baseline-error': 0.0235, 'self-trained-error': 0.0055, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 39}
{'baseline-error': 0.0155, 'self-trained-error': 0.0065, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 40}
{'baseline-error': 0.0155, 'self-trained-error': 0.009, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 41}
{'baseline-error': 0.017, 'self-trained-error': 0.0175, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 42}
{'baseline-error': 0.0095, 'self-trained-error': 0.006, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 43}
{'baseline-error': 0.0175, 'self-trained-error': 0.0115, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 44}
{'baseline-error': 0.0325, 'self-trained-error': 0.0065, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 45}
{'baseline-error': 0.0115, 'self-trained-error': 0.009, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 46}
{'baseline-error': 0.015, 'self-trained-error': 0.01, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 47}
{'baseline-error': 0.0135, 'self-trained-error': 0.0105, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 48}
{'baseline-error': 0.009, 'self-trained-error': 0.0075, 'p': 0.15000000000000002, 'mu': 3.5, 'iter': 49}
