{'baseline-error': 0.085, 'self-trained-error': 0.092, 'p': 0.30000000000000004, 'mu': 2, 'iter': 350}
{'baseline-error': 0.09, 'self-trained-error': 0.089, 'p': 0.30000000000000004, 'mu': 2, 'iter': 376}
{'baseline-error': 0.0935, 'self-trained-error': 0.082, 'p': 0.30000000000000004, 'mu': 2, 'iter': 377}
{'baseline-error': 0.079, 'self-trained-error': 0.079, 'p': 0.30000000000000004, 'mu': 2, 'iter': 378}
{'baseline-error': 0.088, 'self-trained-error': 0.0795, 'p': 0.30000000000000004, 'mu': 2, 'iter': 379}
{'baseline-error': 0.123, 'self-trained-error': 0.1245, 'p': 0.30000000000000004, 'mu': 2, 'iter': 380}
{'baseline-error': 0.096, 'self-trained-error': 0.09, 'p': 0.30000000000000004, 'mu': 2, 'iter': 381}
{'baseline-error': 0.105, 'self-trained-error': 0.1035, 'p': 0.30000000000000004, 'mu': 2, 'iter': 382}
{'baseline-error': 0.1145, 'self-trained-error': 0.11, 'p': 0.30000000000000004, 'mu': 2, 'iter': 383}
{'baseline-error': 0.1035, 'self-trained-error': 0.09, 'p': 0.30000000000000004, 'mu': 2, 'iter': 384}
{'baseline-error': 0.0865, 'self-trained-error': 0.0835, 'p': 0.30000000000000004, 'mu': 2, 'iter': 385}
{'baseline-error': 0.082, 'self-trained-error': 0.0785, 'p': 0.30000000000000004, 'mu': 2, 'iter': 386}
{'baseline-error': 0.0925, 'self-trained-error': 0.0965, 'p': 0.30000000000000004, 'mu': 2, 'iter': 387}
{'baseline-error': 0.106, 'self-trained-error': 0.1035, 'p': 0.30000000000000004, 'mu': 2, 'iter': 388}
{'baseline-error': 0.093, 'self-trained-error': 0.088, 'p': 0.30000000000000004, 'mu': 2, 'iter': 389}
{'baseline-error': 0.0805, 'self-trained-error': 0.0775, 'p': 0.30000000000000004, 'mu': 2, 'iter': 390}
{'baseline-error': 0.107, 'self-trained-error': 0.0965, 'p': 0.30000000000000004, 'mu': 2, 'iter': 391}
{'baseline-error': 0.093, 'self-trained-error': 0.09, 'p': 0.30000000000000004, 'mu': 2, 'iter': 392}
{'baseline-error': 0.095, 'self-trained-error': 0.0975, 'p': 0.30000000000000004, 'mu': 2, 'iter': 393}
{'baseline-error': 0.0895, 'self-trained-error': 0.087, 'p': 0.30000000000000004, 'mu': 2, 'iter': 394}
{'baseline-error': 0.0975, 'self-trained-error': 0.077, 'p': 0.30000000000000004, 'mu': 2, 'iter': 395}
{'baseline-error': 0.092, 'self-trained-error': 0.08, 'p': 0.30000000000000004, 'mu': 2, 'iter': 396}
{'baseline-error': 0.0925, 'self-trained-error': 0.0925, 'p': 0.30000000000000004, 'mu': 2, 'iter': 397}
{'baseline-error': 0.0875, 'self-trained-error': 0.084, 'p': 0.30000000000000004, 'mu': 2, 'iter': 398}
{'baseline-error': 0.0795, 'self-trained-error': 0.078, 'p': 0.30000000000000004, 'mu': 2, 'iter': 399}
